release_date,decade,is_modern,is_2000s,log_budget,source,director_popularity,actor_popularity,avg_actor_popularity,producer_popularity,popularity,vote_average,has_rating,genre_count,budget_x_director,budget_x_actor,popularity_x_vote,lang_en,lang_hi,lang_kn,lang_ml,lang_ta,lang_te,genre_Drama,genre_Action,genre_Romance,genre_Comedy,genre_Thriller,genre_Crime,genre_Family,genre_Horror,genre_Mystery,genre_Adventure,genre_Fantasy,genre_Music,genre_Science_Fiction,genre_Animation,target
1950.0,1950.0,0.0,0.0,15.524222721098683,0.0,0.0,0.0,0.0,3.8443708609271527,2.9988,8.1,1.0,1.0,0.0,0.0,24.29028,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hit
1951.0,1950.0,0.0,0.0,15.370072071454569,0.0,3.005588799689109,0.0,0.0,3.781865828092243,6.7891,7.7,1.0,2.0,46.196116468378236,0.0,52.276070000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hit
1951.0,1950.0,0.0,0.0,15.775537109135396,0.0,0.0,70.4285714285714,23.476190476190467,0.0,2.0166,7.622,1.0,2.0,0.0,370.3495140382737,15.3705252,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hit
1951.0,1950.0,0.0,0.0,15.182738016367534,0.0,0.0,0.0,0.0,0.0,2.4058,7.46,1.0,3.0,0.0,0.0,17.947268,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Avg
1951.0,1950.0,0.0,0.0,16.91674749586384,0.0,3.430881239381785,0.0,0.0,3.430881239381785,1.6658,7.0,1.0,3.0,58.03935161491804,0.0,11.660599999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Avg
1951.0,1950.0,0.0,0.0,15.787164798681316,0.0,1.6961096216603284,0.0,0.0,0.0,1.5982,7.9,1.0,1.0,26.77676211378062,0.0,12.62578,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Flop
1951.0,1950.0,0.0,0.0,16.020659536547797,0.0,0.0,0.0,0.0,0.0,1.6441,7.3,1.0,3.0,0.0,0.0,12.00193,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hit
1951.0,1950.0,0.0,0.0,15.450114762875643,0.0,0.0,0.0,0.0,20.739,1.6219,6.7,1.0,3.0,0.0,0.0,10.86673,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Avg
1952.0,1950.0,0.0,0.0,16.533743433716218,0.0,0.0,0.0,0.0,2.8210555555555548,2.0724,6.788,1.0,3.0,0.0,0.0,14.0674512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Hit
1952.0,1950.0,0.0,0.0,15.187750556917015,0.0,1.9293771929824555,11.509428304219949,3.8364761014066495,0.0,2.0721,7.365,1.0,3.0,29.302899537222274,58.26744204573766,15.261016499999998,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Hit
