movie_id,title,release_date,genres,director,actors,producers,budget,revenue,popularity,vote_average,vote_count,year
379,Miller's Crossing,21-09-1990,"Drama, Thriller, Crime",Joel Coen,"Gabriel Byrne, Marcia Gay Harden, John Turturro, Jon Polito, J.E. Freeman",Ethan Coen,34485095.63886764,12514170.732111707,3.42,7.453,1824,1990
299687,The 5th Wave,14-01-2016,"Science Fiction, Adventure, Action",J Blakeson,"Chloë Grace Moretz, Nick Robinson, Ron Livingston, Maggie Siff, Alex Roe","Tobey Maguire, Graham King",50972821.62603591,147427313.04001966,4.5848,5.935,5978,2016
551804,Freaky,12-11-2020,"Horror, Comedy",Christopher Landon,"Vince Vaughn, Kathryn Newton, Celeste O'Connor, Misha Osherovich, Uriah Shelton",Jason Blum,7463585.396293049,22482101.766613476,3.7705,6.565,1819,2020
903,Cool Hand Luke,01-11-1967,"Drama, Crime",Stuart Rosenberg,"Paul Newman, George Kennedy, Luke Askew, Morgan Woodward, Harry Dean Stanton","Gordon Carroll, Carter DeHaven Jr.",30844838.32335329,156323308.17182633,3.6589,7.74,1596,1967
1712,Giant,08-11-1956,"Drama, Western, Romance",George Stevens,"Elizabeth Taylor, Rock Hudson, James Dean, Carroll Baker, Jane Withers","Henry Ginsberg, George Stevens",63915154.41,388886051.9990441,4.9099,7.6,743,1956
796499,Army of Thieves,29-10-2021,"Action, Crime, Comedy",Matthias Schweighöfer,"Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee, Stuart Martin, Guz Khan","Deborah Snyder, Zack Snyder",35643392.25744547,55722503.22913975,4.3281,6.803,2247,2021
475,Bonnie and Clyde,13-08-1967,"Crime, Drama",Arthur Penn,"Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman, Estelle Parsons",Warren Beatty,24097529.94011976,674730838.3233533,4.4692,7.494,1777,1967
10331,Night of the Living Dead,04-10-1968,"Horror, Thriller, Science Fiction",George A. Romero,"Judith O'Dea, Duane Jones, Marilyn Eastman, Karl Hardman, Judith Ridley","Karl Hardman, Russell Streiner",1054640.8620689656,279724542.1332184,3.9839,7.6,2694,1968
64686,47 Ronin,06-12-2013,"Drama, Action, Fantasy",Carl Rinsch,"Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki, Tadanobu Asano, Min Tanaka","Eric McLeod, Scott Stuber",241847315.16975233,209762936.84747398,3.724,6.203,4103,2013
9947,Elektra,13-01-2005,"Action, Fantasy, Adventure",Rob Bowman,"Jennifer Garner, Goran Višnjić, Will Yun Lee, Cary-Hiroyuki Tagawa, Terence Stamp","Avi Arad, Gary Foster",70883507.42447515,93436934.98585764,3.9831,5.047,2633,2005
590223,Love and Monsters,16-10-2020,"Adventure, Comedy, Fantasy, Science Fiction",Michael Matthews,"Dylan O'Brien, Jessica Henwick, Michael Rooker, Dan Ewing, Ariana Greenblatt","Shawn Levy, Dan Cohen",37317926.98146524,1395772.5685461592,4.2349,7.27,4404,2020
524348,The Report,12-09-2019,Drama,Scott Z. Burns,"Adam Driver, Annette Bening, Jon Hamm, Sarah Goldberg, Michael C. Hall","Danny Gabai, Steven Soderbergh",10074216.626182735,346301.1965250315,2.9414,7.041,1145,2019
585245,Clifford the Big Red Dog,10-11-2021,"Family, Adventure, Comedy, Fantasy",Walt Becker,"Darby Camp, Jack Whitehall, Izaac Wang, John Cleese, Tony Hale","Jordan Kerner, Deborah Forte",76039236.81588367,138517797.7214009,2.9747,7.153,1804,2021
13836,Race to Witch Mountain,13-03-2009,"Adventure, Family, Fantasy, Science Fiction, Thriller, Action",Andy Fickman,"Dwayne Johnson, AnnaSophia Robb, Alexander Ludwig, Carla Gugino, Ciarán Hinds",Andrew Gunn,75032045.75,159648896.6237199,2.4159,5.8,1803,2009
716612,Spencer,04-11-2021,Drama,Pablo Larraín,"Kristen Stewart, Timothy Spall, Jack Nielen, Freddie Spry, Jack Farthing","Maren Ade, Pablo Larraín",21386035.35446728,29996251.603059378,2.3388,6.733,1802,2021
664469,Amsterdam,27-09-2022,"Mystery, Comedy, Drama",David O. Russell,"Christian Bale, Margot Robbie, John David Washington, Alessandro Nivola, Andrea Riseborough","Arnon Milchan, Anthony Katagas",88006150.59,34372793.25085852,3.7925,6.068,1804,2022
9036,Eight Below,17-02-2006,"Adventure, Drama, Family",Frank Marshall,"Paul Walker, Moon Bloodgood, Jason Biggs, Bruce Greenwood, Wendy Crewson","David Hoberman, Patrick Crowley",63877579.365079366,192357053.95235616,3.3677,7.034,1804,2006
10495,The Karate Kid Part III,16-06-1989,"Action, Family, Drama, Adventure",John G. Avildsen,"Ralph Macchio, Pat Morita, Robyn Lively, Thomas Ian Griffith, Martin Kove",Jerry Weintraub,32453931.45,101142776.02890322,2.4617,5.9,1801,1989
2018,The Wedding Planner,26-01-2001,"Comedy, Romance",Adam Shankman,"Jennifer Lopez, Matthew McConaughey, Justin Chambers, Joanna Gleason, Lou Myers","Peter Abrams, Jennifer Gibgot",63625098.81422925,172151338.79164314,2.0417,5.9,1802,2001
8952,I Love You Phillip Morris,04-02-2010,"Comedy, Crime, Drama, Romance",Glenn Ficarra,"Jim Carrey, Ewan McGregor, Leslie Mann, Rodrigo Santoro, Brennan Brown","Far Shariat, Andrew Lazar",19193505.33807829,30663700.62900356,2.6301,6.42,1802,2010
76617,Texas Chainsaw 3D,03-01-2013,"Horror, Thriller",John Luessenhop,"Alexandra Daddario, Dan Yeager, Trey Songz, Tania Raymonde, Paul Rae",Carl Mazzocone,27639693.16225741,65423963.55807295,4.7127,5.483,1800,2013
491584,Burning,17-05-2018,"Mystery, Drama, Thriller",Lee Chang-dong,"Yoo Ah-in, Steven Yeun, Jeon Jong-seo, Kim Soo-kyung, Choe Seung-ho",Ok Gwang-hee,9333650.754459254,8450336.099089233,6.9489,7.377,1799,2018
44603,Hereafter,22-10-2010,"Drama, Fantasy",Clint Eastwood,"Matt Damon, Cécile de France, Bryce Dallas Howard, Thierry Neuvic, Cyndi Mayo-Akeo","Clint Eastwood, Kathleen Kennedy",73821174.37722419,157977313.16725978,2.7709,6.134,1797,2010
25237,Come and See,17-10-1985,"Drama, War",Elem Klimov,"Aleksei Kravchenko, Olga Mironova, Liubomiras Laucevičius, Vladas Bagdonas, Jüri Lumiste",Stepan Tereschenko,14960176.57992565,62622245.967137545,7.08,8.2,1799,1985
4349,The Kingdom,22-08-2007,"Thriller, Action, Drama",Peter Berg,"Jamie Foxx, Jennifer Garner, Chris Cooper, Jason Bateman, Ali Suliman","Michael Mann, Scott Stuber",108690038.68005517,134556028.87111148,3.6303,6.7,1798,2007
660120,The Worst Person in the World,13-10-2021,"Drama, Romance, Comedy",Joachim Trier,"Renate Reinsve, Anders Danielsen Lie, Herbert Nordrum, Hans Olav Brenner, Helene Bjørneby","Andrea Berentsen Ottmar, Thomas Robsahm",5940565.376240912,15074192.95900284,5.1919,7.443,1800,2021
395458,Suburbicon,26-10-2017,"Thriller, Crime, Drama, Mystery",George Clooney,"Matt Damon, Julianne Moore, Noah Jupe, Oscar Isaac, Landon Gordon","George Clooney, Teddy Schwarzman",32835243.962140992,16748163.874759302,3.4008,5.891,1798,2017
385103,Scoob!,08-07-2020,"Animation, Comedy, Family, Mystery",Tony Cervone,"Will Forte, Frank Welker, Mark Wahlberg, Jason Isaacs, Ken Jeong","Allison Abbate, Pam Coats",111953780.94439572,35576423.72,4.2377,7,1796,2020
12783,The Duchess,05-09-2008,"Drama, History, Romance",Saul Dibb,"Keira Knightley, Ralph Fiennes, Charlotte Rampling, Dominic Cooper, Hayley Atwell","Michael Kuhn, Gabrielle Tana",26556217.56857545,64756033.07652471,2.6105,7,1794,2008
181283,Child 44,15-03-2015,"Crime, Thriller",Daniel Espinosa,"Tom Hardy, Gary Oldman, Noomi Rapace, Fares Fares, Joel Kinnaman","Ridley Scott, Greg Shapiro",67915592.55243294,17591623.10593333,3.153,6.284,1798,2015
17927,Fired Up!,20-02-2009,Comedy,Will Gluck,"Nicholas D'Agosto, Eric Christian Olsen, Sarah Roemer, Molly Sims, Danneel Ackles",,30012818.30173816,27910573.44507474,4.2722,6.12,686,2009
3597,I Know What You Did Last Summer,17-10-1997,"Horror, Thriller, Mystery",Jim Gillespie,"Jennifer Love Hewitt, Freddie Prinze Jr., Sarah Michelle Gellar, Ryan Phillippe, Bridgette Wilson-Sampras","Stokely Chaffin, Neal H. Moritz",34099881.619937696,251910135.4415078,4.0313,5.998,3220,1997
12139,Dennis the Menace,09-06-1993,"Family, Comedy",Nick Castle,"Walter Matthau, Mason Gamble, Joan Plowright, Christopher Lloyd, Lea Thompson","John Hughes, Richard Vane",77979273.35640138,261276829.73283735,5.6066,5.878,1577,1993
9529,Candyman,16-10-1992,"Drama, Horror, Thriller",Bernard Rose,"Virginia Madsen, Tony Todd, Xander Berkeley, Kasi Lemmons, Vanessa Williams","Steve Golin, Alan Poul",13768054.169636492,59184986.87334283,3.5409,6.671,1780,1992
10753,Police Story 2,13-08-1988,"Action, Crime, Thriller",Jackie Chan,"Jackie Chan, Bill Tung Biu, Maggie Cheung, Lam Kwok-Hung, Mars",Leonard Ho,2041058.7489433642,31234460.827075228,4.1581,7.076,616,1988
11172,Music and Lyrics,09-02-2007,"Comedy, Music, Romance",Marc Lawrence,"Drew Barrymore, Hugh Grant, Brad Garrett, Haley Bennett, Brooke Tansley","Liz Glotzer, Martin Shafer",62108593.53146009,226535539.2923093,2.0907,6.448,1780,2007
1639,Speed 2: Cruise Control,13-06-1997,"Action, Thriller",Jan de Bont,"Sandra Bullock, Jason Patric, Willem Dafoe, Temuera Morrison, Brian McCardie","Jan de Bont, Steve Perry",320940062.30529594,329982680.94852334,2.6904,4.617,1780,1997
11017,Billy Madison,10-02-1995,Comedy,Tamra Davis,"Adam Sandler, Bradley Whitford, Josh Mostel, Bridgette Wilson-Sampras, Darren McGavin",Robert Simonds,21124868.77,55957102.953818895,2.7992,6.2,1779,1995
9386,In the Line of Fire,08-07-1993,"Action, Drama, Thriller, Crime, Mystery",Wolfgang Petersen,"Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott, Gary Cole",Jeff Apple,89119169.55,394352325.2595155,4.0178,6.967,1780,1993
11675,Halloween H20: 20 Years Later,05-08-1998,"Horror, Thriller",Steve Miner,"Jamie Lee Curtis, Adam Arkin, Michelle Williams, Adam Hann-Byrd, Jodi Lyn O'Keefe",Paul Freeman,33576877.3,148215719.36769325,2.7737,6.046,1776,1998
227973,The Peanuts Movie,05-11-2015,"Comedy, Animation, Family",Steve Martino,"Noah Schnapp, Bill Melendez, Marleik 'Mar Mar' Walker, Alex Garfin, Hadley Belle Miller","Michael J. Travers, Paul Feig",134472873.25381723,334461355.5085036,4.2943,6.959,1776,2015
9427,The Full Monty,13-08-1997,Comedy,Peter Cattaneo,"Robert Carlyle, Mark Addy, Wim Snape, Steve Huison, Tom Wilkinson",Uberto Pasolini,7020563.862928349,517215213.9,2.3627,6.991,1774,1997
846,The X-Files,19-06-1998,"Mystery, Science Fiction, Thriller",Rob Bowman,"David Duchovny, Gillian Anderson, Mitch Pileggi, William B. Davis, John Neville","Daniel Sackheim, Chris Carter",130357288.34355828,373687561.24023926,3.423,6.902,1774,1998
11808,U.S. Marshals,06-03-1998,"Thriller, Crime, Action",Stuart Baird,"Tommy Lee Jones, Wesley Snipes, Robert Downey Jr., Joe Pantoliano, Kate Nelligan","Anne Kopelson, Arnold Kopelson",118506625.76687117,202186929.25101227,4.0495,6.534,1774,1998
2142,Cop Land,15-08-1997,"Crime, Drama, Thriller",James Mangold,"Sylvester Stallone, Harvey Keitel, Ray Liotta, Robert De Niro, Peter Berg","Cathy Konrad, Ezra Swerdlow",30088130.841121495,127787565.2708785,3.0386,6.802,1772,1997
7288,Duplex,26-09-2003,Comedy,Danny DeVito,"Ben Stiller, Drew Barrymore, Eileen Essell, Harvey Fierstein, Justin Theroux","Drew Barrymore, Ben Stiller",69987608.69565217,33807750.58861413,2.2884,6.1,1773,2003
9530,RV,28-04-2006,"Family, Comedy, Adventure",Barry Sonnenfeld,"Robin Williams, Cheryl Hines, JoJo, Josh Hutcherson, Jeff Daniels","Douglas Wick, Lucy Fisher",79846974.20634921,139777195.43719742,3.4658,5.883,1772,2006
3035,Frankenstein,21-11-1931,"Drama, Horror, Science Fiction",James Whale,"Colin Clive, Mae Clarke, John Boles, Boris Karloff, Edward Van Sloan",Carl Laemmle Jr.,6163514.013157895,254165526.3157895,3.6321,7.467,1777,1931
80389,Get the Gringo,15-03-2012,"Action, Thriller, Crime, Drama",Adrian Grünberg,"Mel Gibson, Kevin Hernandez, Daniel Giménez Cacho, Peter Stormare, Jesús Ochoa","Stacy Perskie, Bruce Davey",49077959.354338534,12377232.786096327,1.9058,6.601,1772,2012
49517,Tinker Tailor Soldier Spy,16-09-2011,"Drama, Thriller, Mystery",Tomas Alfredson,"Gary Oldman, Colin Firth, Tom Hardy, John Hurt, Toby Jones","Robyn Slovo, Tim Bevan",42937374.13,116668529.87684217,4.2906,6.626,2886,2011
6877,Failure to Launch,10-03-2006,"Romance, Comedy",Tom Dey,"Matthew McConaughey, Sarah Jessica Parker, Zooey Deschanel, Justin Bartha, Bradley Cooper","Scott Rudin, Scott Aversano",79846974.20634921,207960099.69739088,3.5929,5.834,1773,2006
6312,Brotherhood of the Wolf,31-01-2001,"Adventure, Horror, Action, History",Christophe Gans,"Samuel Le Bihan, Vincent Cassel, Émilie Dequenne, Monica Bellucci, Jérémie Renier","Richard Grandpierre, Samuel Hadida",52717939.01750424,128704485.60135517,4.4731,6.723,1696,2001
1087822,Hellboy: The Crooked Man,29-08-2024,"Fantasy, Horror, Action",Brian Taylor,"Jack Kesy, Jefferson White, Adeline Rudolph, Leah McNamara, Hannah Margetson","Jonathan Yunger, Rob Van Norden",20526253.70988463,2067045.0642196569,3.8136,5.2,533,2024
1493,Miss Congeniality,22-12-2000,"Comedy, Crime, Action",Donald Petrie,"Sandra Bullock, Benjamin Bratt, Heather Burns, Michael Caine, Ernie Hudson",Sandra Bullock,84131445.99303135,396352590.0116144,4.2062,6.525,4192,2000
33217,Diary of a Wimpy Kid,19-03-2010,"Comedy, Family",Thor Freudenthal,"Zachary Gordon, Robert Capron, Steve Zahn, Devon Bostick, Rachael Harris","Nina Jacobson, Brad Simpson",22146352.31316726,111765258.00711744,4.5718,6.266,1749,2010
4614,The Sum of All Fears,31-05-2002,"Thriller, Action, Drama",Phil Alden Robinson,"Ben Affleck, Morgan Freeman, James Cromwell, Liev Schreiber, Bridget Moynahan",Mace Neufeld,121690516.95386325,347035176.57474154,4.291,6.366,1932,2002
11909,Bullet in the Head,17-08-1990,"Action, Crime, Thriller, War",John Woo,"Tony Leung Chiu-wai, Jacky Cheung Hok-Yau, Waise Lee Chi-Hung, Simon Yam, Fennie Yuen Kit-Ying",John Woo,8621273.91,2691977.9989824025,3.8544,7.558,310,1990
162903,The Fifth Estate,11-10-2013,"Drama, Thriller",Bill Condon,"Benedict Cumberbatch, Daniel Brühl, Anthony Mackie, David Thewlis, Alicia Vikander","Steve Golin, Michael Sugar",38695570.427160375,11822889.806032872,3.608,6.012,1069,2013
103332,Ruby Sparks,25-07-2012,"Comedy, Romance, Fantasy, Drama",Jonathan Dayton,"Paul Dano, Zoe Kazan, Chris Messina, Annette Bening, Antonio Banderas","Ron Yerxa, Albert Berger",11217819.280991664,13137192.366651569,2.1443,7.1,1757,2012
701387,Bugonia,23-10-2025,"Science Fiction, Thriller, Comedy",Yorgos Lanthimos,"Emma Stone, Jesse Plemons, Aidan Delbis, Stavros Halkias, Alicia Silverstone","Andrew Lowe, Ed Guiney",50000000,40796580,11.625,7.36,1758,2025
9833,The Phantom of the Opera,08-12-2004,"Thriller, Drama, Romance",Joel Schumacher,"Gerard Butler, Emmy Rossum, Patrick Wilson, Miranda Richardson, Minnie Driver",Andrew Lloyd Webber,119301270.5134992,263611906.67158812,4.3094,7.265,1756,2004
511809,West Side Story,08-12-2021,"Drama, Romance, Crime",Steven Spielberg,"Ansel Elgort, Rachel Zegler, Ariana DeBose, David Alvarez, Mike Faist","Steven Spielberg, Kristie Macosko Krieger",118811307.52481823,90315806.7,3.3742,6.932,1755,2021
454293,Night School,27-09-2018,Comedy,Malcolm D. Lee,"Kevin Hart, Tiffany Haddish, Rob Riggle, Romany Malco, Taran Killam","Will Packer, Kevin Hart",37180751.63,42511208.55231037,2.2976,6.1,1752,2018
298382,The Dressmaker,29-10-2015,"Drama, Comedy, Western",Jocelyn Moorhouse,"Kate Winslet, Liam Hemsworth, Caroline Goodall, Judy Davis, Hayley Magnus",Sue Maslin,16204660.383010501,33962449.852618165,2.6894,6.998,1752,2015
654,On the Waterfront,22-06-1954,"Crime, Drama, Romance",Elia Kazan,"Marlon Brando, Eva Marie Saint, Karl Malden, Lee J. Cobb, Rod Steiger",Sam Spiegel,10891008.550185874,114901708.03096654,3.6339,7.871,1754,1954
398929,Alibi.com,15-02-2017,"Comedy, Family",Philippe Lacheau,"Philippe Lacheau, Élodie Fontan, Julien Arruti, Tarek Boudali, Nathalie Baye",Alexandra Fechner,9911738.681094974,38575622.14530026,1.9111,6.463,1752,2017
43933,Monsters,18-06-2010,"Drama, Thriller, Science Fiction",Gareth Edwards,"Scoot McNairy, Whitney Able, Mario Zuniga Benavides, Annalee Jefferies, Justin Hall","Allan Niblo, James Richardson",738211.7438,8326629.835409252,1.9708,6.186,1754,2010
10679,Iron Sky,04-04-2012,"Action, Comedy, Science Fiction",Timo Vuorensola,"Julia Dietze, Christopher Kirby, Götz Otto, Udo Kier, Peta Sergeant","Samuli Torssonen, Oliver Damian",10516705.575929685,14176040.956806364,3.2203,5.75,1752,2012
10808,Dr. Dolittle 2,22-06-2001,"Comedy, Family, Romance, Fantasy",Steve Carr,"Eddie Murphy, Kristen Wilson, Kyla Pratt, Raven-Symoné, Steve Zahn","John Davis, Joseph Singer",127250197.6284585,320125140.03387916,2.3225,5.313,1750,2001
330764,The Brand New Testament,02-09-2015,"Comedy, Fantasy",Jaco Van Dormael,"Pili Groyne, Benoît Poelvoorde, Yolande Moreau, Catherine Deneuve, François Damiens","Jaco Van Dormael, Olivier Rausin",11817313.104123333,21338606.487450268,1.8686,6.6,1751,2015
55931,The Animatrix,09-05-2003,"Animation, Science Fiction",Peter Chung,"Keanu Reeves, Carrie-Anne Moss, Clayton Watson, Pamela Adlon, Melinda Clarke","Michael Arias, Spencer Lamm",8748451.086956521,118978934.78260869,3.5978,7.2,1750,2003
234,The Cabinet of Dr. Caligari,27-02-1920,"Drama, Horror, Thriller, Crime",Robert Wiene,"Werner Krauss, Conrad Veidt, Friedrich Fehér, Lil Dagover, Hans Heinrich von Twardowski","Erich Pommer, Rudolf Meinert",289748.7,141831.98864999998,2.307,7.93,1749,1920
11075,Audition,03-03-2000,"Horror, Drama",Takashi Miike,"Ryo Ishibashi, Eihi Shiina, Jun Kunimura, Tetsu Sawaki, Renji Ishibashi","Satoshi Fukushima, Akemi Suyama",467396.92218350753,672776.7385540069,4.4612,7.126,1750,2000
2179,Tenacious D in The Pick of Destiny,22-11-2006,"Comedy, Music, Fantasy, Adventure",Liam Lynch,"Jack Black, Kyle Gass, JR Reed, Ronnie James Dio, Paul F. Tompkins","Kyle Gass, Jack Black",35132668.65079365,21407923.963715278,3.1013,6.783,1751,2006
6217,Cat People,02-04-1982,"Horror, Fantasy",Paul Schrader,"Nastassja Kinski, Malcolm McDowell, John Heard, Annette O'Toole, Ruby Dee",Charles W. Fries,41702461.13989637,70060134.72,4.2734,6,559,1982
429450,Pandora,07-12-2016,"Thriller, Drama, Action",Park Jung-woo,"Kim Nam-gil, Kim Joo-hyun, Kim Myung-min, Lee Kyung-young, Kim Young-ae","Kim Chul-yong, Paek Keong-suk",18696488.91796906,40468396.20094414,3.9848,7.542,505,2016
9335,Transporter 2,03-08-2005,"Action, Thriller, Crime",Louis Leterrier,"Jason Statham, Amber Valletta, Alessandro Gassmann, Kate Nauta, Matthew Modine","Luc Besson, Steven Chasman",52750517.153097786,146877221.19815665,4.3087,6.327,3907,2005
5528,The Chorus,17-03-2004,"Drama, Comedy, Music",Christophe Barratier,"Gérard Jugnot, François Berléand, Kad Merad, Jean-Paul Bonnaire, Marie Bunel","Nicolas Mauvernay, Arthur Cohn",9032810.481736368,142479803.0704076,4.2716,7.738,2592,2004
49009,The Way Back,22-11-2010,"Drama, Adventure, History",Peter Weir,"Ed Harris, Jim Sturgess, Saoirse Ronan, Colin Farrell, Mark Strong","Nigel Sinclair, Peter Weir",44292704.62633452,35688405.30204626,4.1414,6.997,1736,2010
2026,Hostage,10-03-2005,"Action, Thriller, Crime",Florent-Emilio Siri,"Bruce Willis, Ben Foster, Jonathan Tucker, Jimmy Bennett, Michelle Horn","Mark Gordon, Arnold Rifkin",85719590.37,128488267.28456219,3.1447,6.345,1734,2005
1068452,Hi Nanna,07-12-2023,"Drama, Family, Romance",Shouryuv,"Nani, Mrunal Thakur, Baby Kiara Khanna, Jayaram, Shilpa Tulaskar","Mohan Cherukuri, Dr. Vijender Reddy Teegala",8261423.676247612,9704680.34,4.2723,7.798,62,2023
2662,House of 1000 Corpses,11-04-2003,Horror,Rob Zombie,"Sid Haig, Bill Moseley, Sheri Moon Zombie, Karen Black, Erin Daniels",Andy Gould,12247831.521739129,31406515.977141302,3.6125,6.2,1736,2003
726139,Project Silence,11-07-2024,"Thriller, Action, Horror, Science Fiction, Adventure",Kim Tae-gon,"Lee Sun-kyun, Ju Ji-hoon, Kim Hie-won, Moon Sung-keun, Ye Su-jeong","Seo Ho-jin, Jang Hye-jin",15138112.111039914,6448748.5227247365,4.2786,6.886,390,2024
10778,The Man Who Wasn't There,26-10-2001,"Crime, Drama",Joel Coen,"Billy Bob Thornton, Frances McDormand, Michael Badalucco, James Gandolfini, Katherine Borowitz","Ethan Coen, Joel Coen",36357199.322416715,34391585.51610954,3.5309,7.506,1736,2001
152747,All Is Lost,23-08-2013,"Action, Adventure, Drama",J.C. Chandor,Robert Redford,"Neal Dodson, Justin Nappi",12437861.923015835,8442157.320707254,1.505,6.7,1733,2013
303,Notorious,21-08-1946,"Thriller, Romance, Mystery",Alfred Hitchcock,"Cary Grant, Ingrid Bergman, Claude Rains, Leopoldine Konstantin, Louis Calhern",Alfred Hitchcock,33019794.871794872,404492487.17948717,2.5061,7.7,1732,1946
46146,Troll Hunter,29-10-2010,"Fantasy, Horror",André Øvredal,"Otto Jespersen, Glenn Erland Tosterud, Johanna Mørck, Tomas Alf Larsen, Hans Morten Hansen","John M. Jacobsen, Sveinung Golimo",5167482.206405694,6141446.299822064,2.1639,6.702,1732,2010
11081,Taking Lives,19-03-2004,Thriller,D.J. Caruso,"Angelina Jolie, Ethan Hawke, Kiefer Sutherland, Gena Rowlands, Olivier Martinez","Mark Canton, Bernie Goldmann",76693673.9,111581675.58415563,2.9378,6.374,1729,2004
424781,Sorry to Bother You,06-07-2018,"Fantasy, Science Fiction, Comedy",Boots Riley,"LaKeith Stanfield, Tessa Thompson, Jermaine Fowler, Omari Hardwick, Terry Crews","Kelly Williams, George Rush",4102703.628333738,23334126.886148136,2.7877,6.779,1733,2018
9038,The Heartbreak Kid,05-10-2007,"Comedy, Romance",Peter Farrelly,"Ben Stiller, Malin Åkerman, Michelle Monaghan, Jerry Stiller, Rob Corddry","Ted Field, Bradley Thomas",93162890.29719014,199451163.2692315,2.8832,5.748,1733,2007
10992,Cats & Dogs,23-06-2001,"Family, Comedy, Action, Adventure, Fantasy",Lawrence Guterman,"Jeff Goldblum, Elizabeth Perkins, Alexander Pollock, Miriam Margolyes, Tobey Maguire","Christopher DeFaria, Warren Zide",109071597.96725014,364821757.40799546,2.7294,5.4,1728,2001
314405,Tale of Tales,14-05-2015,"Romance, Fantasy, Horror",Matteo Garrone,"Salma Hayek Pinault, Vincent Cassel, Toby Jones, Shirley Henderson, Hayley Carmichael","Matteo Garrone, Jeremy Thomas",16299742.212583907,7471091.433150365,3.0711,6.4,1728,2015
10327,"Legally Blonde 2: Red, White & Blonde",02-07-2003,"Comedy, Romance",Charles Herman-Wurmfeld,"Reese Witherspoon, Sally Field, Regina King, Jennifer Coolidge, Bruce McGill","Marc Platt, David Nicksay",78736059.78260869,218562277.05438042,3.302,5.7,1726,2003
11187,Child's Play 3,30-08-1991,"Horror, Thriller",Jack Bender,"Justin Whalin, Brad Dourif, Perrey Reeves, Jeremy Sylvers, Travis Fine",Robert Latham Brown,30728773.861967694,48599340.49533774,3.018,5.9,1725,1991
11683,Land of the Dead,18-06-2005,"Horror, Science Fiction, Thriller",George A. Romero,"Simon Baker, John Leguizamo, Dennis Hopper, Asia Argento, Robert Joy","Bernie Goldmann, Mark Canton",24726804.91551459,77599526.88386583,2.9644,6.2,1726,2005
5516,The Ladykillers,25-03-2004,"Comedy, Crime, Thriller",Joel Coen,"Tom Hanks, Irma P. Hall, Marlon Wayans, J.K. Simmons, Tzi Ma","Ethan Coen, Joel Coen",59650635.26,130720106.40550555,2.3253,6.129,1726,2004
11153,National Lampoon's Vacation,29-07-1983,"Comedy, Adventure",Harold Ramis,"Chevy Chase, Beverly D'Angelo, Anthony Michael Hall, Imogene Coca, Randy Quaid",Matty Simmons,48485391.56626506,198525255.58643574,4.2823,7.096,1712,1983
1710,Copycat,27-10-1995,"Thriller, Crime, Mystery",Jon Amiel,"Sigourney Weaver, Holly Hunter, Dermot Mulroney, William McNamara, Harry Connick Jr.","Arnon Milchan, Mark Tarlov",42249737.53,67599580.05249344,4.7603,6.471,1239,1995
10428,Hackers,14-09-1995,"Action, Crime, Thriller, Drama",Iain Softley,"Jonny Lee Miller, Angelina Jolie, Matthew Lillard, Jesse Bradford, Renoly Santiago","Ralph Winter, Michael Peyser",42249737.53,15978276.13847769,4.2174,6.4,1452,1995
341013,Atomic Blonde,26-07-2017,"Action, Thriller",David Leitch,"Charlize Theron, James McAvoy, Eddie Marsan, John Goodman, Toby Jones","Charlize Theron, A.J. Dix",39402292.75456919,131359396.42042673,4.6325,6.436,6585,2017
14801,Colossus: The Forbin Project,08-04-1970,"Science Fiction, Thriller",Joseph Sargent,"Eric Braeden, Susan Clark, Gordon Pinsent, William Schallert, Georg Stanford Brown",Stanley Chase,16594999.999999998,2562500.3299999996,3.3268,6.944,251,1970
9728,Friday the 13th Part III,13-08-1982,"Horror, Thriller",Steve Miner,"Richard Brooker, Dana Kimmell, Catherine Parks, Tracie Savage, David Wiley",Frank Mancuso Jr.,7339633.161,122430759.32627977,3.2329,5.878,1589,1982
186,Lucky Number Slevin,24-02-2006,"Drama, Thriller, Crime, Mystery",Paul McGuigan,"Josh Hartnett, Morgan Freeman, Ben Kingsley, Lucy Liu, Bruce Willis","Christopher Eberts, Andreas Grosch",43117366.071428575,89907692.95634921,3.8858,7.478,4413,2006
44040,Devil,16-09-2010,"Horror, Mystery, Thriller",John Erick Dowdle,"Chris Messina, Bojana Novaković, Jenny O'Hara, Logan Marshall-Green, Jacob Vargas","Sam Mercer, John Rusk",14764234.875444839,49582988.35631672,3.7999,6.101,3081,2010
136418,Hummingbird,07-05-2013,"Action, Thriller",Steven Knight,"Jason Statham, Agata Buzek, Vicky McClure, Benedict Wong, Ger Ryan","Guy Heeley, Paul Webster",27639693.16225741,11543558.920981124,4.2161,6.174,1843,2013
9604,Red Heat,17-06-1988,"Action, Crime",Walter Hill,"Arnold Schwarzenegger, Jim Belushi, Peter Boyle, Ed O'Ross, Laurence Fishburne","Gordon Carroll, Walter Hill",78920938.29247674,95234843.29,4.553,6.224,1584,1988
10735,What a Girl Wants,27-03-2003,"Comedy, Romance, Drama, Family",Dennie Gordon,"Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins, Anna Chancellor","Denise Di Novi, Bill Gerber",34993804.347826086,88709294.02173913,3.4013,6.304,1712,2003
