movie_id,title,release_date,genres,director,actors,producers,budget,revenue,popularity,vote_average,vote_count,year
157336,Interstellar,05-11-2014,"Adventure, Drama, Science Fiction",Christopher Nolan,"Matthew McConaughey, Anne Hathaway, Michael Caine, Jessica Chastain, Casey Affleck","Lynda Obst, Christopher Nolan",224387482.25871858,1015328478.7685777,62.1661,8.47,39367,2014
671,Harry Potter and the Philosopher's Stone,16-11-2001,"Adventure, Fantasy",Chris Columbus,"Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Harris, Tom Felton",David Heyman,227232495.76510447,1775095810.2408245,29.2205,7.898,29389,2001
680,Pulp Fiction,10-09-1994,"Thriller, Crime, Comedy",Quentin Tarantino,"John Travolta, Samuel L. Jackson, Uma Thurman, Bruce Willis, Ving Rhames",Lawrence Bender,17378839.406207826,464729199.9,27.1185,8.486,29977,1994
118340,Guardians of the Galaxy,30-07-2014,"Action, Science Fiction, Adventure",James Gunn,"Chris Pratt, Zoe Saldaña, Dave Bautista, Vin Diesel, Bradley Cooper",Kevin Feige,231187102.93322518,1050917549.226987,8.4213,7.905,29532,2014
597,Titanic,18-12-1997,"Drama, Romance",James Cameron,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates, Frances Fisher","James Cameron, Jon Landau",401175077.88161993,4541627541.507034,29.5472,7.902,26987,1997
120,The Lord of the Rings: The Fellowship of the Ring,18-12-2001,"Adventure, Fantasy, Action",Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Ian Holm","Peter Jackson, Barrie M. Osborne",169060976.8492377,1584025664.659808,28.8794,8.431,27311,2001
1084242,Zootopia 2,26-11-2025,"Animation, Family, Mystery, Adventure, Comedy",Jared Bush,"Ginnifer Goodwin, Jason Bateman, Ke Huy Quan, Fortune Feimster, Andy Samberg",Yvett Merino,150000000,1868208796,120.7232,7.602,2541,2025
603,The Matrix,31-03-1999,"Action, Science Fiction",Lana Wachowski,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster",Joel Silver,121743151.26050419,895715347.1498739,27.4771,8.242,27647,1999
68718,Django Unchained,25-12-2012,"Drama, Western",Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson","Stacey Sher, Reginald Hudlin",140222741.0123958,596463002.7197313,12.7166,8.19,27826,2012
13,Forrest Gump,23-06-1994,"Comedy, Drama, Romance",Robert Zemeckis,"Tom Hanks, Robin Wright, Gary Sinise, Sally Field, Mykelti Williamson","Wendy Finerman, Steve Tisch",119479520.91767882,1471526541.5127397,24.4868,8.464,29511,1994
475557,Joker,01-10-2019,"Crime, Thriller, Drama",Todd Phillips,"Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy, Brett Cullen","Todd Phillips, Bradley Cooper",69260239.30500631,1358707869.9043913,18.3716,8.126,27529,2019
1726,Iron Man,30-04-2008,"Action, Science Fiction, Adventure",Jon Favreau,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb","Avi Arad, Kevin Feige",209342275.76949695,875012166.8223202,21.5471,7.657,27944,2008
299534,Avengers: Endgame,24-04-2019,"Adventure, Science Fiction, Action",Anthony Russo,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson",Kevin Feige,448302639.86513174,3525269490.6507545,33.4678,8.234,27485,2019
615,The Passion of the Christ,25-02-2004,Drama,Mel Gibson,"Jim Caviezel, Maia Morgenstern, Christo Jivkov, Francesco De Vito, Monica Bellucci","Mel Gibson, Stephen McEveety",51129115.93,1039733526.0895923,107.6992,7.537,5147,2004
680493,Return to Silent Hill,21-01-2026,"Mystery, Drama, Horror",Christophe Gans,"Jeremy Irvine, Hannah Emily Anderson, Evie Templeton, Pearse Egan, Nicola Alexis","Victor Hadida, Molly Hassell",23000000,47372551,98.7428,5,330,2026
1193501,Whistle,20-01-2026,"Horror, Mystery",Corin Hardy,"Dafne Keen, Sophie Nélisse, Sky Yang, Jhaleil Swaby, Alissa Skovbye","David Gross, Macdara Kelleher",2000000,4633854,116.757,6,238,2026
1368166,The Housemaid,18-12-2025,"Mystery, Thriller",Paul Feig,"Sydney Sweeney, Amanda Seyfried, Brandon Sklenar, Michele Morrone, Elizabeth Perkins","Paul Feig, Todd Lieberman",35000000,399346566,92.2821,7.192,1801,2025
350,The Devil Wears Prada,29-06-2006,"Drama, Comedy",David Frankel,"Meryl Streep, Anne Hathaway, Emily Blunt, Stanley Tucci, Simon Baker",Wendy Finerman,55892881.94444445,521729894.74923116,92.5044,7.4,12920,2006
1316092,"""Wuthering Heights""",11-02-2026,"Romance, Drama",Emerald Fennell,"Margot Robbie, Jacob Elordi, Hong Chau, Alison Oliver, Shazad Latif","Margot Robbie, Emerald Fennell",80000000,240401072,83.6882,6.515,754,2026
1234731,Anaconda,24-12-2025,"Adventure, Comedy, Horror",Tom Gormican,"Jack Black, Paul Rudd, Steve Zahn, Thandiwe Newton, Daniela Melchior","Brad Fuller, Andrew Form",45000000,135148320,75.3925,5.878,999,2025
1198994,Send Help,22-01-2026,"Horror, Thriller, Comedy",Sam Raimi,"Rachel McAdams, Dylan O'Brien, Edyll Ismail, Dennis Haysbert, Xavier Samuel","Sam Raimi, Zainab Azizi",40000000,94041481,70.4737,7,951,2026
1236153,Mercy,20-01-2026,"Science Fiction, Action, Thriller, Crime",Timur Bekmambetov,"Chris Pratt, Rebecca Ferguson, Kali Reis, Kylie Rogers, Chris Sullivan","Majd Nassif, Robert Amidon",60000000,54703407,60.3227,6.973,1088,2026
634649,Spider-Man: No Way Home,15-12-2021,"Action, Adventure, Science Fiction",Jon Watts,"Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon, Jon Favreau","Kevin Feige, Amy Pascal",237622615.04963645,2283371681.2070446,72.9939,7.934,21778,2021
1168190,The Wrecking Crew,28-01-2026,"Action, Comedy, Crime, Mystery",Ángel Manuel Soto,"Dave Bautista, Jason Momoa, Temuera Morrison, Morena Baccarin, Roimata Fox","Jason Momoa, Dave Bautista",78500000,89000000,61.6046,6.905,886,2026
1266127,Ready or Not: Here I Come,19-03-2026,"Horror, Comedy",Matt Bettinelli-Olpin,"Samara Weaving, Kathryn Newton, Elijah Wood, Sarah Michelle Gellar, Shawn Hatosy","Tripp Vinson, James Vanderbilt",14000000,37552874,73.808,7.2,164,2026
1325734,The Drama,26-03-2026,"Romance, Comedy, Drama",Kristoffer Borgli,"Zendaya, Robert Pattinson, Alana Haim, Mamoudou Athie, Hailey Benton Gates","Ari Aster, Tyler Campellone",28000000,43219265,61.2001,7.1,337,2026
1771,Captain America: The First Avenger,22-07-2011,"Action, Adventure, Science Fiction",Joe Johnston,"Chris Evans, Hayley Atwell, Sebastian Stan, Tommy Lee Jones, Hugo Weaving",Kevin Feige,200374412.61853215,530376434.2816586,6.8196,7.005,22600,2011
10138,Iron Man 2,28-04-2010,"Adventure, Action, Science Fiction",Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell",Kevin Feige,295284697.50889677,921189824.5502669,20.5975,6.851,22230,2010
22,Pirates of the Caribbean: The Curse of the Black Pearl,09-07-2003,"Adventure, Fantasy, Action",Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport",Jerry Bruckheimer,244956630.4347826,1146066730.9143043,16.3728,7.821,22054,2003
272,Batman Begins,10-06-2005,"Drama, Crime, Action",Christopher Nolan,"Christian Bale, Michael Caine, Liam Neeson, Katie Holmes, Gary Oldman","Emma Thomas, Charles Roven",247268049.15514588,616882141.5342498,12.09,7.722,22434,2005
674,Harry Potter and the Goblet of Fire,16-11-2005,"Adventure, Fantasy",Mike Newell,"Daniel Radcliffe, Rupert Grint, Emma Watson, Brendan Gleeson, Michael Gambon",David Heyman,247268049.15514588,1476884311.7918482,16.8921,7.801,22010,2005
11,Star Wars,25-05-1977,"Adventure, Action, Science Fiction",George Lucas,"Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness",Gary Kurtz,58438498.34983498,4119372286.5940757,22.2755,8.202,22151,1977
10195,Thor,21-04-2011,"Adventure, Fantasy, Action",Kenneth Branagh,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins, Stellan Skarsgård",Kevin Feige,214686870.7,643096836.8258684,11.6715,6.769,22215,2011
297761,Suicide Squad,03-08-2016,"Action, Adventure, Fantasy",David Ayer,"Will Smith, Jared Leto, Margot Robbie, Joel Kinnaman, Viola Davis","Richard Suckle, Charles Roven",234743257.48832327,1004969492.493644,6.919,5.917,21993,2016
12445,Harry Potter and the Deathly Hallows: Part 2,12-07-2011,"Adventure, Fantasy",David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint, Ralph Fiennes, Alan Rickman","David Barron, J.K. Rowling",178905725.55226085,1920032303.7735431,18.3074,8.08,21840,2011
284053,Thor: Ragnarok,02-10-2017,"Action, Science Fiction, Comedy",Taika Waititi,"Chris Hemsworth, Mark Ruffalo, Tom Hiddleston, Cate Blanchett, Idris Elba",Kevin Feige,236413756.52741516,1123361738.4507914,13.7506,7.581,21876,2017
105,Back to the Future,03-07-1985,"Adventure, Comedy, Science Fiction",Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Crispin Glover, Lea Thompson, Claudia Wells","Bob Gale, Neil Canton",56848671.003717475,1140293867.1706877,23.8648,8.326,21608,1985
14160,Up,28-05-2009,"Animation, Comedy, Family, Adventure",Pete Docter,"Ed Asner, Christopher Plummer, Jordan Nagai, Bob Peterson, Delroy Lindo",Jonas Rivera,262612160.1402089,1103127070.2145643,15.0515,7.959,21520,2009
354912,Coco,27-10-2017,"Family, Animation, Music, Adventure",Lee Unkrich,"Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor",Darla K. Anderson,229846707.73498693,1069957664.9689784,21.7609,8.197,20815,2017
286217,The Martian,30-09-2015,"Science Fiction, Drama, Adventure",Ridley Scott,"Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels, Michael Peña","Aditya Sood, Simon Kinberg",146697679.91325516,857174805.6710321,16.5289,7.694,21039,2015
135397,Jurassic World,06-06-2015,"Action, Adventure, Science Fiction, Thriller",Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio, Ty Simpkins","Frank Marshall, Patrick Crowley",203746777.65729883,2270469119.656784,9.5087,6.699,21455,2015
297762,Wonder Woman,30-05-2017,"Action, Adventure, Fantasy",Patty Jenkins,"Gal Gadot, Chris Pine, Connie Nielsen, Robin Wright, Danny Huston","Zack Snyder, Charles Roven",195698054.0143603,1082211134.4448678,11.4961,7.209,20807,2017
98,Gladiator,04-05-2000,"Action, Drama, Adventure",Ridley Scott,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris","Branko Lustig, Douglas Wick",192567531.93960512,870323446.1664575,16.805,8.224,20718,2000
675,Harry Potter and the Order of the Phoenix,08-07-2007,"Adventure, Fantasy",David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson, Imelda Staunton, Helena Bonham Carter","David Heyman, Lorne Orleans",232907225.74297535,1456776839.7620065,17.7238,7.672,20669,2007
102899,Ant-Man,14-07-2015,"Science Fiction, Adventure, Action",Peyton Reed,"Paul Rudd, Michael Douglas, Evangeline Lilly, Corey Stoll, Bobby Cannavale",Kevin Feige,176580540.63632566,705387596.4508663,9.7906,7.066,20753,2015
238,The Godfather,14-03-1972,"Drama, Crime",Francis Ford Coppola,"Marlon Brando, Al Pacino, James Caan, Robert Duvall, Richard S. Castellano","Albert S. Ruddy, Francis Ford Coppola",46211913.87559809,1887497979.8223205,38.1935,8.687,22744,1972
991494,The SpongeBob Movie: Search for SquarePants,16-12-2025,"Animation, Family, Comedy, Adventure, Fantasy",Derek Drymon,"Tom Kenny, Clancy Brown, Rodger Bumpass, Bill Fagerbakke, Carolyn Lawrence","Pam Brady, Lisa Stewart",64000000,163197450,35.0363,6.76,263,2025
278,The Shawshank Redemption,23-09-1994,"Drama, Crime",Frank Darabont,"Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler, Clancy Brown",Niki Marvin,54308873.144399464,61567729.78587719,41.2695,8.718,30100,1994
1246049,Dracula,30-07-2025,"Horror, Fantasy, Romance",Luc Besson,"Caleb Landry Jones, Zoë Bleu Sidel, Christoph Waltz, Matilda De Angelis, Ewens Abid","Luc Besson, Virginie Besson-Silla",52000000,33593404,37.7085,7.071,1075,2025
50619,The Twilight Saga: Breaking Dawn - Part 1,16-11-2011,"Adventure, Fantasy, Romance",Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Billy Burke, Peter Facinelli","Stephenie Meyer, Wyck Godfrey",157437038.48598954,1019292980.9246418,35.648,6.189,9219,2011
76600,Avatar: The Way of Water,14-12-2022,"Action, Adventure, Science Fiction",James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Stephen Lang, Kate Winslet","James Cameron, Jon Landau",385026908.81754965,2588586789.8364253,31.8423,7.593,13951,2022
1011985,Kung Fu Panda 4,02-03-2024,"Animation, Family, Action, Comedy, Adventure, Fantasy",Mike Mitchell,"Jack Black, Awkwafina, Viola Davis, Dustin Hoffman, Bryan Cranston",Rebecca Huntley,82105014.83953851,562461261.1,32.5126,7.001,3446,2024
1054867,One Battle After Another,23-09-2025,"Thriller, Crime, Comedy",Paul Thomas Anderson,"Leonardo DiCaprio, Sean Penn, Chase Infiniti, Benicio del Toro, Regina Hall","Adam Somner, Sara Murphy",175000000,209377100,30.1479,7.369,3468,2025
19995,Avatar,16-12-2009,"Science Fiction, Action, Adventure",James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Stephen Lang, Michelle Rodriguez","James Cameron, Jon Landau",355651896.8755972,4387432886.301747,33.5925,7.601,33763,2009
533535,Deadpool & Wolverine,24-07-2024,"Action, Comedy, Science Fiction",Shawn Levy,"Ryan Reynolds, Hugh Jackman, Emma Corrin, Matthew Macfadyen, Dafne Keen","Ryan Reynolds, Lauren Shuler Donner",205262537.0988463,1373281955.9890049,30.8608,7.557,8454,2024
744275,After We Fell,01-09-2021,"Drama, Romance",Castille Landon,"Josephine Langford, Hero Fiennes Tiffin, Carter Jenkins, Louise Lombard, Chance Perdomo","Mark Canton, Brian Pitt",16633583.053474553,25845861.34559176,31.3526,7.01,2720,2021
1367642,Reminders of Him,11-03-2026,"Romance, Drama",Vanessa Caswill,"Maika Monroe, Tyriq Withers, Rudy Pankow, Bradley Whitford, Lauren Graham","Lauren Levine, Colleen Hoover",30000000,84168140,33.3585,7.077,97,2026
911430,F1,25-06-2025,"Action, Drama",Joseph Kosinski,"Brad Pitt, Damson Idris, Javier Bardem, Kerry Condon, Tobias Menzies","Lewis Hamilton, Joseph Kosinski",250000000,631627111,29.587,7.756,3722,2025
467905,How to Make a Killing,19-02-2026,"Comedy, Thriller",John Patton Ford,"Glen Powell, Margaret Qualley, Jessica Henwick, Bill Camp, Zach Woods","Graham Broadbent, Peter Czernin",40000000,18311698,33.3735,7,250,2026
155,The Dark Knight,16-07-2008,"Action, Crime, Thriller",Christopher Nolan,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine, Maggie Gyllenhaal","Christopher Nolan, Charles Roven",276630864.4096924,1502118220.0744627,31.8707,8.528,35471,2008
497,The Green Mile,10-12-1999,"Fantasy, Drama, Crime",Frank Darabont,"Tom Hanks, David Morse, Bonnie Hunt, Michael Clarke Duncan, James Cromwell","Frank Darabont, David Valdes",115945858.34333733,554223858.0413085,22.4044,8.505,19063,1999
383498,Deadpool 2,15-05-2018,"Action, Comedy, Adventure",David Leitch,"Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison, Zazie Beetz","Simon Kinberg, Lauren Shuler Donner",141030437.22397226,1007594051.1255201,11.6952,7.49,19085,2018
694,The Shining,23-05-1980,"Horror, Thriller",Stanley Kubrick,"Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers, Barry Nelson",Stanley Kubrick,74234429.61165048,174965451.86146843,13.6633,8.2,18774,1980
209112,Batman v Superman: Dawn of Justice,23-03-2016,"Action, Adventure, Fantasy",Zack Snyder,"Ben Affleck, Henry Cavill, Jesse Eisenberg, Gal Gadot, Amy Adams","Charles Roven, Deborah Snyder",335347510.69760466,1172861557.7305205,14.4271,5.992,18868,2016
808,Shrek,18-05-2001,"Animation, Comedy, Fantasy, Adventure, Family",Andrew Adamson,"Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow, Vincent Cassel","Aron Warner, Jeffrey Katzenberg",109071597.96725014,888893383.2671767,21.7736,7.759,18583,2001
24,Kill Bill: Vol. 1,10-10-2003,"Action, Crime",Quentin Tarantino,"Uma Thurman, Lucy Liu, Vivica A. Fox, Daryl Hannah, David Carradine","Lawrence Bender, Katsuji Morishita",52490706.521739125,316529591.44384784,13.7499,7.972,18768,2003
419430,Get Out,24-02-2017,"Mystery, Thriller, Horror",Jordan Peele,"Daniel Kaluuya, Allison Williams, Catherine Keener, Bradley Whitford, Caleb Landry Jones","Jason Blum, Edward H. Hamm Jr. 	",5910343.913185379,335455318.8795977,10.7325,7.622,18740,2017
9806,The Incredibles,27-10-2004,"Action, Adventure, Animation, Family",Brad Bird,"Craig T. Nelson, Holly Hunter, Sarah Vowell, Spencer Fox, Jason Lee",John Walker,156795955.5320275,1076169197.5900264,12.0027,7.722,18764,2004
1930,The Amazing Spider-Man,23-06-2012,"Action, Adventure, Science Fiction",Marc Webb,"Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary, Martin Sheen","Laura Ziskin, Avi Arad",301478893.2,1063906243.9353772,16.5818,6.733,18379,2012
101299,The Hunger Games: Catching Fire,15-11-2013,"Adventure, Action, Science Fiction",Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks","Nina Jacobson, Jon Kilik",179658005.55467317,1195432962.0594273,8.4764,7.428,18323,2013
2062,Ratatouille,28-06-2007,"Animation, Comedy, Family, Fantasy",Brad Bird,"Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy, Peter Sohn",Bradford Lewis,232907225.74297535,968468615.2250869,15.4931,7.838,18337,2007
77338,The Intouchables,02-11-2011,"Drama, Comedy",Olivier Nakache,"François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot, Joséphine de Meaux","Yann Zenou, Laurent Zeitoun",18606195.457435127,610555598.5,12.1692,8.269,18285,2011
1891,The Empire Strikes Back,20-05-1980,"Adventure, Action, Science Fiction",Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams, Anthony Daniels","Gary Kurtz, Howard G. Kazanjian",70327354.36893202,2103569310.6796114,12.406,8.393,18255,1980
76338,Thor: The Dark World,30-10-2013,"Action, Adventure, Fantasy",Alan Taylor,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Christopher Eccleston, Anthony Hopkins","Kevin Feige, Kenneth Branagh",234937391.9,891080407.2898431,8.5194,6.51,18220,2013
381288,Split,19-01-2017,"Horror, Thriller",M. Night Shyamalan,"James McAvoy, Anya Taylor-Joy, Haley Lu Richardson, Jessica Sula, Betty Buckley","Jason Blum, M. Night Shyamalan",11820687.826370757,365724671.09005386,13.3207,7.341,18229,2017
198663,The Maze Runner,10-09-2014,"Action, Mystery, Science Fiction, Thriller",Wes Ball,"Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster, Ki Hong Lee, Will Poulter","Lindsay Williams, Lee Stollman",46237420.58664504,473688585.6393747,13.9968,7.189,17989,2014
129,Spirited Away,20-07-2001,"Animation, Family, Fantasy",Hayao Miyazaki,"Rumi Hiiragi, Miyu Irino, Mari Natsuki, Takashi Naito, Yasuko Sawaguchi",Toshio Suzuki,34539339.356295876,499775323.8824675,27.7478,8.533,18152,2001
205596,The Imitation Game,14-11-2014,"History, Drama, Thriller, War",Morten Tyldum,"Benedict Cumberbatch, Keira Knightley, Matthew Goode, Rory Kinnear, Allen Leech","Nora Grossman, Ido Ostrowsky",19038937.888618547,317618044.1531664,14.4226,7.985,17958,2014
313369,La La Land,01-12-2016,"Comedy, Drama, Romance",Damien Chazelle,"Ryan Gosling, Emma Stone, John Legend, Rosemarie DeWitt, Finn Wittrock","Jordan Horowitz, Marc Platt",40241701.28371256,683013725.1432166,15.0667,7.899,17980,2016
18785,The Hangover,02-06-2009,Comedy,Todd Phillips,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha, Heather Graham","Daniel Goldberg, Todd Phillips",52522432.02804178,704267042.3952419,11.8961,7.33,17965,2009
798645,The Running Man,11-11-2025,"Action, Thriller, Science Fiction",Edgar Wright,"Glen Powell, William H. Macy, Lee Pace, Michael Cera, Emilia Jones","Nira Park, Simon Kinberg",110000000,69486523,26.7421,6.765,1375,2025
1241982,Moana 2,21-11-2024,"Animation, Adventure, Family, Comedy, Fantasy",David G. Derrick Jr.,"Auliʻi Cravalho, Dwayne Johnson, Hualālai Chung, Rose Matafeo, David Fane","Christina Chen, Yvett Merino",153946902.82413474,1087113669.923561,25.766,6.994,3017,2024
27205,Inception,15-07-2010,"Action, Science Fiction, Adventure",Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ken Watanabe, Tom Hardy, Elliot Page","Christopher Nolan, Emma Thomas",236227758.00711742,1238764528.9012456,29.0722,8.372,38990,2010
552524,Lilo & Stitch,17-05-2025,"Family, Science Fiction, Comedy",Dean Fleischer Camp,"Maia Kealoha, Sydney Agudong, Chris Sanders, Zach Galifianakis, Billy Magnussen","Jonathan Eirich, Dan Lin",100000000,1038027526,24.1656,7.195,2108,2025
1062722,Frankenstein,17-10-2025,"Drama, Fantasy, Horror",Guillermo del Toro,"Oscar Isaac, Jacob Elordi, Christoph Waltz, Mia Goth, Felix Kammerer","J. Miles Dale, Guillermo del Toro",120000000,480678,25.1787,7.65,3294,2025
1022789,Inside Out 2,11-06-2024,"Animation, Adventure, Comedy, Family",Kelsey Mann,"Amy Poehler, Maya Hawke, Kensington Tallman, Liza Lapira, Tony Hale",Mark Nielsen,205262537.0988463,1743565485.2879379,23.962,7.545,6586,2024
439079,The Nun,05-09-2018,Horror,Corin Hardy,"Taissa Farmiga, Demián Bichir, Bonnie Aarons, Jonas Bloquet, Ingrid Bisu","Peter Safran, James Wan",28206087.44479445,469352881.10076976,21.1179,5.9,7127,2018
14836,Coraline,05-02-2009,"Animation, Family, Fantasy",Henry Selick,"Dakota Fanning, Teri Hatcher, Jennifer Saunders, Dawn French, Keith David","Claire Jennings, Harry Linden",90038454.90521447,278909276.5447079,25.3623,7.9,8861,2009
575265,Mission: Impossible - The Final Reckoning,17-05-2025,"Action, Thriller, Adventure",Christopher McQuarrie,"Tom Cruise, Hayley Atwell, Ving Rhames, Simon Pegg, Esai Morales","Jake Myers, Christopher McQuarrie",400000000,598767057,25.147,7.163,2700,2025
872585,Oppenheimer,19-07-2023,"Drama, History",Christopher Nolan,"Cillian Murphy, Emily Blunt, Matt Damon, Robert Downey Jr., Florence Pugh","Christopher Nolan, Emma Thomas",105658315.33760855,1005867162.0140333,25.0713,8.032,11586,2023
1038392,The Conjuring: Last Rites,03-09-2025,Horror,Michael Chaves,"Patrick Wilson, Vera Farmiga, Mia Tomlinson, Ben Hardy, Rebecca Calder","Peter Safran, James Wan",55000000,499156445,23.3263,6.9,1739,2025
131631,The Hunger Games: Mockingjay - Part 1,19-11-2014,"Science Fiction, Adventure, Thriller",Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks","Nina Jacobson, Jon Kilik",169990516.8626656,1027227821.7485849,10.4613,6.817,16641,2014
75656,Now You See Me,29-05-2013,"Thriller, Crime",Louis Leterrier,"Jesse Eisenberg, Woody Harrelson, Isla Fisher, Dave Franco, Mark Ruffalo","Bobby Cohen, Alex Kurtzman",103648849.35846528,486077156.7,10.2341,7.332,16655,2013
177572,Big Hero 6,24-10-2014,"Adventure, Family, Animation, Action, Comedy",Chris Williams,"Scott Adsit, Ryan Potter, Daniel Henney, T.J. Miller, Jamie Chung",Roy Conli,224387482.25871858,894654004.5877053,16.4554,7.724,16475,2014
244786,Whiplash,10-10-2014,"Drama, Music, Thriller",Damien Chazelle,"Miles Teller, J.K. Simmons, Paul Reiser, Melissa Benoist, Austin Stowell","Jason Blum, Helen Estabrook",4487749.645174371,68414361.65776223,20.1136,8.375,16481,2014
72190,World War Z,19-06-2013,"Action, Horror, Science Fiction, Thriller",Marc Forster,"Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale, Ludi Boeken","Brad Pitt, Ian Bryce",276396931.6225741,735029270.1872019,12.3976,6.825,16390,2013
49047,Gravity,03-10-2013,"Science Fiction, Thriller, Drama",Alfonso Cuarón,"Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen, Phaldut Sharma","Alfonso Cuarón, David Heyman",145108389.1018514,999441223.2,8.7666,7.168,16228,2013
299537,Captain Marvel,06-03-2019,"Action, Adventure, Science Fiction",Ryan Fleck,"Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law, Annette Bening",Kevin Feige,191410115.89747196,1424766796.4287226,10.1359,6.784,16634,2019
330459,Rogue One: A Star Wars Story,14-12-2016,"Action, Adventure, Science Fiction",Gareth Edwards,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen, Jiang Wen","Simon Emanuel, Kathleen Kennedy",268278008.5580837,1416584710.6186028,7.1837,7.505,16283,2016
558,Spider-Man 2,25-06-2004,"Action, Adventure, Science Fiction",Sam Raimi,"Tobey Maguire, Kirsten Dunst, James Franco, Alfred Molina, Rosemary Harris","Avi Arad, Laura Ziskin",340860772.9,1344655617.830487,6.582,7.303,16212,2004
181808,Star Wars: The Last Jedi,13-12-2017,"Adventure, Action, Science Fiction",Rian Johnson,"Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega","Ram Bergman, Andres Jauernick",394022927.5456919,1750379648.4443946,49.6964,6.755,16221,2017
38,Eternal Sunshine of the Spotless Mind,19-03-2004,"Science Fiction, Drama, Romance",Michel Gondry,"Jim Carrey, Kate Winslet, Kirsten Dunst, Mark Ruffalo, Elijah Wood","Steve Golin, Anthony Bregman",34086077.289571196,123149803.38177872,27.9943,8.091,16200,2004
348,Alien,25-05-1979,"Horror, Science Fiction",Ridley Scott,"Tom Skerritt, Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton, John Hurt","Gordon Carroll, David Giler",48779242.42424243,465317614.4537604,17.4178,8.2,16196,1979
127585,X-Men: Days of Future Past,15-05-2014,"Action, Adventure, Science Fiction",Bryan Singer,"Hugh Jackman, James McAvoy, Michael Fassbender, Patrick Stewart, Ian McKellen","Bryan Singer, Simon Kinberg",339981033.7253312,1017285401.4391558,9.3181,7.53,16147,2014
1422,The Departed,04-10-2006,"Drama, Thriller, Crime",Martin Scorsese,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen","Graham King, Brad Grey",143724553.57142857,465451966.74107146,12.8068,8.16,16050,2006
77,Memento,11-10-2000,"Mystery, Thriller",Christopher Nolan,"Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior, Russ Fega","Suzanne Todd, Jennifer Todd",16826289.19860627,74895884.72615562,12.9179,8.2,16082,2000
