release_year,decade,is_modern,is_summer,is_awards,log_adj_budget,popularity,vote_average,log_vote_count,has_rating,director_popularity,director_experience,actor_popularity,avg_actor_popularity,actor_experience,producer_popularity,genre_count,budget_popularity_ratio,director_x_budget,actor_x_budget,genre_Drama,genre_Comedy,genre_Thriller,genre_Action,genre_Adventure,genre_Crime,genre_Romance,genre_Horror,genre_Science_Fiction,genre_Fantasy,genre_Family,genre_Mystery,genre_Animation,genre_History,genre_War,target
1950.0,1950.0,0.0,1.0,0.0,13.801456956412027,5.076,8.043,7.820439515262181,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.2714708618189645,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Flop
1950.0,1950.0,0.0,0.0,1.0,15.524222721098683,2.9988,8.1,7.424165281042028,1.0,0.0,0.0,0.0,0.0,0.0,3.8443708609271527,1.0,3.8822203463785843,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hit
1951.0,1950.0,0.0,0.0,0.0,15.775537109135396,2.0166,7.622,7.2875606403097235,1.0,0.0,0.0,64.64070119999998,21.546900399999995,1.0,0.0,2.0,5.229575385909764,0.0,339.9139268470442,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hit
1951.0,1950.0,0.0,0.0,0.0,15.182738016367534,2.4058,7.46,7.1098794630722715,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.457906517225772,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Avg
1951.0,1950.0,0.0,0.0,0.0,15.450114762875643,1.6219,6.7,6.519147287940395,1.0,0.0,0.0,0.0,0.0,0.0,20.739,3.0,5.892717023103719,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Avg
1951.0,1950.0,0.0,1.0,0.0,16.020659536547797,1.6441,7.3,6.030685260261263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.059021798172458,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hit
1951.0,1950.0,0.0,0.0,0.0,16.91674749586384,1.6658,7.0,6.456769655572163,1.0,3.430881239381785,1.0,0.0,0.0,0.0,3.430881239381785,3.0,6.345842709829635,58.03935161491804,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Avg
1951.0,1950.0,0.0,1.0,0.0,15.370072071454569,6.7891,7.7,7.528869256642251,1.0,3.005588799689109,5.0,0.0,0.0,0.0,3.781865828092243,2.0,1.9732795921806843,46.196116468378236,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hit
1951.0,1950.0,0.0,1.0,0.0,15.787164798681316,1.5982,7.9,6.601230118728877,1.0,1.6961096216603284,1.0,0.0,0.0,0.0,0.0,1.0,6.076193056224045,26.77676211378062,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Flop
1952.0,1950.0,0.0,0.0,1.0,15.08239006943012,1.5368,7.9,6.373319789577012,1.0,2.466756951968219,4.0,2.466756951968219,0.8222523173227397,4.0,2.466756951968219,3.0,5.945439163288443,37.20459055606318,12.401530185354394,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Avg
1952.0,1950.0,0.0,1.0,0.0,16.533743433716218,2.0724,6.788,5.267858159063328,1.0,0.0,0.0,0.0,0.0,0.0,2.8210555555555548,3.0,5.381377240501307,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Hit
1952.0,1950.0,0.0,1.0,0.0,15.747366236193118,2.3118,7.3,6.396929655216146,1.0,2.0923917993729466,3.0,0.20000000000000018,1.161904761904761,1.0,0.0,3.0,4.75492669732264,32.9496599743329,18.29693981729104,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Avg
1952.0,1950.0,0.0,0.0,0.0,15.187750556917015,2.0721,7.365,6.954638864880987,1.0,1.9293771929824555,2.0,11.509428304219949,3.8364761014066495,5.0,0.0,3.0,4.94376828778914,29.302899537222274,58.26744204573766,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hit
1952.0,1950.0,0.0,0.0,0.0,16.120229395236123,5.0851,8.134,8.150756470275551,1.0,0.0,0.0,0.23886424134871345,0.07962141378290448,1.0,1.8348727403652492,2.0,2.649131385718579,0.0,1.2835154549534353,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hit
1953.0,1950.0,0.0,1.0,0.0,15.688525744950736,1.9839,7.3,6.555356891810665,1.0,0.0,0.0,0.0,0.681159420289855,0.0,0.0,3.0,5.2577250393614845,0.0,10.686387101633109,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Hit
1953.0,1950.0,0.0,0.0,0.0,15.880897610707754,2.8597,6.8,6.532334292222349,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.114541961993873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Avg
