movie_id,title,release_date,genres,director,actors,producers,budget,revenue,popularity,vote_average,vote_count,production_companies
157336,Interstellar,2014-11-05,"Adventure, Drama, Science Fiction",Christopher Nolan,"Matthew McConaughey, Anne Hathaway, Michael Caine, Jessica Chastain, Casey Affleck","Lynda Obst, Christopher Nolan",165000000,746606706,62.1661,8.47,39367,"['Legendary Pictures', 'Syncopy', 'Lynda Obst Productions']"
680,Pulp Fiction,1994-09-10,"Thriller, Crime, Comedy",Quentin Tarantino,"John Travolta, Samuel L. Jackson, Uma Thurman, Bruce Willis, Ving Rhames",Lawrence Bender,8000000,213928762,27.1185,8.486,29977,"['Miramax', 'A Band Apart', 'Jersey Films']"
597,Titanic,1997-12-18,"Drama, Romance",James Cameron,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates, Frances Fisher","James Cameron, Jon Landau",200000000,2264162353,29.5472,7.902,26987,"['Paramount Pictures', '20th Century Fox', 'Lightstorm Entertainment']"
120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,"Adventure, Fantasy, Action",Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Ian Holm","Peter Jackson, Barrie M. Osborne",93000000,871368364,28.8794,8.431,27311,"['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']"
1084242,Zootopia 2,2025-11-26,"Animation, Family, Mystery, Adventure, Comedy",Jared Bush,"Ginnifer Goodwin, Jason Bateman, Ke Huy Quan, Fortune Feimster, Andy Samberg",Yvett Merino,150000000,1868208796,120.7232,7.602,2541,"['Walt Disney Animation Studios', 'Walt Disney Animation Studios']"
603,The Matrix,1999-03-31,"Action, Science Fiction",Lana Wachowski,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster",Joel Silver,63000000,463517383,27.4771,8.242,27647,"['Village Roadshow Pictures', 'Groucho II Film Partnership', 'Silver Pictures', 'Warner Bros. Pictures']"
13,Forrest Gump,1994-06-23,"Comedy, Drama, Romance",Robert Zemeckis,"Tom Hanks, Robin Wright, Gary Sinise, Sally Field, Mykelti Williamson","Wendy Finerman, Steve Tisch",55000000,677387716,24.4868,8.464,29511,"['Paramount Pictures', 'The Steve Tisch Company', 'Wendy Finerman Productions']"
475557,Joker,2019-10-01,"Crime, Thriller, Drama",Todd Phillips,"Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy, Brett Cullen","Todd Phillips, Bradley Cooper",55000000,1078958629,18.3716,8.126,27529,"['Warner Bros. Pictures', 'Joint Effort', 'Village Roadshow Pictures', 'Bron Studios', 'DC Films']"
1726,Iron Man,2008-04-30,"Action, Science Fiction, Adventure",Jon Favreau,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb","Avi Arad, Kevin Feige",140000000,585174222,21.5471,7.657,27944,"['Marvel Studios', 'Marvel Entertainment', 'Fairview Entertainment']"
615,The Passion of the Christ,2004-02-25,Drama,Mel Gibson,"Jim Caviezel, Maia Morgenstern, Christo Jivkov, Francesco De Vito, Monica Bellucci","Mel Gibson, Stephen McEveety",30000000,610063468,107.6992,7.537,5147,['Icon Productions']
1368166,The Housemaid,2025-12-18,"Mystery, Thriller",Paul Feig,"Sydney Sweeney, Amanda Seyfried, Brandon Sklenar, Michele Morrone, Elizabeth Perkins","Paul Feig, Todd Lieberman",35000000,399346566,92.2821,7.192,1801,"['Lionsgate', 'Media Capital Technologies', 'Hidden Pictures', 'Pretty Dangerous Pictures']"
350,The Devil Wears Prada,2006-06-29,"Drama, Comedy",David Frankel,"Meryl Streep, Anne Hathaway, Emily Blunt, Stanley Tucci, Simon Baker",Wendy Finerman,35000000,326706115,92.5044,7.4,12920,"['Fox 2000 Pictures', 'Wendy Finerman Productions', 'Dune Entertainment', 'Major Studio Partners']"
1316092,"""Wuthering Heights""",2026-02-11,"Romance, Drama",Emerald Fennell,"Margot Robbie, Jacob Elordi, Hong Chau, Alison Oliver, Shazad Latif","Margot Robbie, Emerald Fennell",80000000,240401072,83.6882,6.515,754,"['MRC', 'LuckyChap Entertainment', 'Lie Still', 'Warner Bros. Pictures', 'Domain Entertainment']"
1234731,Anaconda,2025-12-24,"Adventure, Comedy, Horror",Tom Gormican,"Jack Black, Paul Rudd, Steve Zahn, Thandiwe Newton, Daniela Melchior","Brad Fuller, Andrew Form",45000000,135148320,75.3925,5.878,999,"['Fully Formed Entertainment', 'Columbia Pictures', 'TSG Entertainment']"
1198994,Send Help,2026-01-22,"Horror, Thriller, Comedy",Sam Raimi,"Rachel McAdams, Dylan O'Brien, Edyll Ismail, Dennis Haysbert, Xavier Samuel","Sam Raimi, Zainab Azizi",40000000,94041481,70.4737,7.0,951,"['Raimi Productions', '20th Century Studios', 'TSG Entertainment']"
1236153,Mercy,2026-01-20,"Science Fiction, Action, Thriller, Crime",Timur Bekmambetov,"Chris Pratt, Rebecca Ferguson, Kali Reis, Kylie Rogers, Chris Sullivan","Majd Nassif, Robert Amidon",60000000,54703407,60.3227,6.973,1088,"['Atlas Entertainment', 'Amazon MGM Studios', 'Bazelevs']"
1168190,The Wrecking Crew,2026-01-28,"Action, Comedy, Crime, Mystery",Ángel Manuel Soto,"Dave Bautista, Jason Momoa, Temuera Morrison, Morena Baccarin, Roimata Fox","Jason Momoa, Dave Bautista",78500000,89000000,61.6046,6.905,886,"['Amazon MGM Studios', 'On the Roam', 'Dogbone Entertainment', 'Henness Ridge Entertainment', '6th & Idaho Motion Picture Company', 'Reunion Pacific Entertainment']"
1325734,The Drama,2026-03-26,"Romance, Comedy, Drama",Kristoffer Borgli,"Zendaya, Robert Pattinson, Alana Haim, Mamoudou Athie, Hailey Benton Gates","Ari Aster, Tyler Campellone",28000000,43219265,61.2001,7.1,337,"['A24', 'Square Peg', 'Dilemma Films', 'Live Free or Die Films']"
10138,Iron Man 2,2010-04-28,"Adventure, Action, Science Fiction",Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell",Kevin Feige,200000000,623933331,20.5975,6.851,22230,"['Marvel Studios', 'Fairview Entertainment', 'Marvel Entertainment']"
22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,"Adventure, Fantasy, Action",Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport",Jerry Bruckheimer,140000000,655011224,16.3728,7.821,22054,"['Walt Disney Pictures', 'Jerry Bruckheimer Films']"
674,Harry Potter and the Goblet of Fire,2005-11-16,"Adventure, Fantasy",Mike Newell,"Daniel Radcliffe, Rupert Grint, Emma Watson, Brendan Gleeson, Michael Gambon",David Heyman,150000000,895921036,16.8921,7.801,22010,"['Warner Bros. Pictures', 'Heyday Films', 'Patalex IV Productions']"
11,Star Wars,1977-05-25,"Adventure, Action, Science Fiction",George Lucas,"Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness",Gary Kurtz,11000000,775398007,22.2755,8.202,22151,"['Lucasfilm Ltd.', '20th Century Fox']"
297761,Suicide Squad,2016-08-03,"Action, Adventure, Fantasy",David Ayer,"Will Smith, Jared Leto, Margot Robbie, Joel Kinnaman, Viola Davis","Richard Suckle, Charles Roven",175000000,749200054,6.919,5.917,21993,"['Warner Bros. Pictures', 'RatPac Entertainment', 'DC Films', 'Atlas Entertainment']"
12445,Harry Potter and the Deathly Hallows: Part 2,2011-07-12,"Adventure, Fantasy",David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint, Ralph Fiennes, Alan Rickman","David Barron, J.K. Rowling",125000000,1341511219,18.3074,8.08,21840,"['Warner Bros. Pictures', 'Heyday Films']"
284053,Thor: Ragnarok,2017-10-02,"Action, Science Fiction, Comedy",Taika Waititi,"Chris Hemsworth, Mark Ruffalo, Tom Hiddleston, Cate Blanchett, Idris Elba",Kevin Feige,180000000,855301806,13.7506,7.581,21876,['Marvel Studios']
105,Back to the Future,1985-07-03,"Adventure, Comedy, Science Fiction",Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Crispin Glover, Lea Thompson, Claudia Wells","Bob Gale, Neil Canton",19000000,381109762,23.8648,8.326,21608,"['Universal Pictures', 'Amblin Entertainment']"
354912,Coco,2017-10-27,"Family, Animation, Music, Adventure",Lee Unkrich,"Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor",Darla K. Anderson,175000000,814641172,21.7609,8.197,20815,['Pixar']
135397,Jurassic World,2015-06-06,"Action, Adventure, Science Fiction, Thriller",Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio, Ty Simpkins","Frank Marshall, Patrick Crowley",150000000,1671537444,9.5087,6.699,21455,"['Amblin Entertainment', 'Universal Pictures', 'Legendary Pictures']"
297762,Wonder Woman,2017-05-30,"Action, Adventure, Fantasy",Patty Jenkins,"Gal Gadot, Chris Pine, Connie Nielsen, Robin Wright, Danny Huston","Zack Snyder, Charles Roven",149000000,823970682,11.4961,7.209,20807,"['Atlas Entertainment', 'Cruel & Unusual Films', 'DC Films', 'Warner Bros. Pictures']"
98,Gladiator,2000-05-04,"Action, Drama, Adventure",Ridley Scott,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris","Branko Lustig, Douglas Wick",103000000,465516248,16.805,8.224,20718,"['Universal Pictures', 'Scott Free Productions', 'Red Wagon Entertainment', 'Mill Film', 'DreamWorks Pictures']"
675,Harry Potter and the Order of the Phoenix,2007-07-08,"Adventure, Fantasy",David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson, Imelda Staunton, Helena Bonham Carter","David Heyman, Lorne Orleans",150000000,938212738,17.7238,7.672,20669,"['Warner Bros. Pictures', 'Heyday Films']"
238,The Godfather,1972-03-14,"Drama, Crime",Francis Ford Coppola,"Marlon Brando, Al Pacino, James Caan, Robert Duvall, Richard S. Castellano","Albert S. Ruddy, Francis Ford Coppola",6000000,245066411,38.1935,8.687,22744,"['Paramount Pictures', 'Alfran Productions', 'ASR Productions']"
991494,The SpongeBob Movie: Search for SquarePants,2025-12-16,"Animation, Family, Comedy, Adventure, Fantasy",Derek Drymon,"Tom Kenny, Clancy Brown, Rodger Bumpass, Bill Fagerbakke, Carolyn Lawrence","Pam Brady, Lisa Stewart",64000000,163197450,35.0363,6.76,263,"['Paramount Animation', 'Nickelodeon Movies', 'Domain Entertainment']"
1246049,Dracula,2025-07-30,"Horror, Fantasy, Romance",Luc Besson,"Caleb Landry Jones, Zoë Bleu Sidel, Christoph Waltz, Matilda De Angelis, Ewens Abid","Luc Besson, Virginie Besson-Silla",52000000,33593404,37.7085,7.071,1075,"['EuropaCorp', 'TF1 Films Production', 'SND', 'Kinology', 'Actarus Productions', 'Luc Besson Production']"
50619,The Twilight Saga: Breaking Dawn - Part 1,2011-11-16,"Adventure, Fantasy, Romance",Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Billy Burke, Peter Facinelli","Stephenie Meyer, Wyck Godfrey",110000000,712171856,35.648,6.189,9219,"['Summit Entertainment', 'Sunswept Entertainment', 'TSBD Canada Productions', 'TSBD Louisiana', 'TSBD Productions', 'Temple Hill Entertainment', 'Total Entertainment']"
76600,Avatar: The Way of Water,2022-12-14,"Action, Adventure, Science Fiction",James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Stephen Lang, Kate Winslet","James Cameron, Jon Landau",350000000,2353096253,31.8423,7.593,13951,"['20th Century Studios', 'Lightstorm Entertainment', 'TSG Entertainment']"
1011985,Kung Fu Panda 4,2024-03-02,"Animation, Family, Action, Comedy, Adventure, Fantasy",Mike Mitchell,"Jack Black, Awkwafina, Viola Davis, Dustin Hoffman, Bryan Cranston",Rebecca Huntley,80000000,548040835,32.5126,7.001,3446,['DreamWorks Animation']
1054867,One Battle After Another,2025-09-23,"Thriller, Crime, Comedy",Paul Thomas Anderson,"Leonardo DiCaprio, Sean Penn, Chase Infiniti, Benicio del Toro, Regina Hall","Adam Somner, Sara Murphy",175000000,209377100,30.1479,7.369,3468,"['Warner Bros. Pictures', 'Ghoulardi Film Company', 'Domain Entertainment']"
19995,Avatar,2009-12-16,"Science Fiction, Action, Adventure",James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Stephen Lang, Michelle Rodriguez","James Cameron, Jon Landau",237000000,2923706026,33.5925,7.601,33763,"['Dune Entertainment', 'Lightstorm Entertainment', '20th Century Fox', 'Ingenious Film Partners']"
744275,After We Fell,2021-09-01,"Drama, Romance",Castille Landon,"Josephine Langford, Hero Fiennes Tiffin, Carter Jenkins, Louise Lombard, Chance Perdomo","Mark Canton, Brian Pitt",14000000,21753705,31.3526,7.01,2720,"['Voltage Pictures', 'Wattpad', 'Vertical', 'Ethea Entertainment', 'CalMaple Films']"
1367642,Reminders of Him,2026-03-11,"Romance, Drama",Vanessa Caswill,"Maika Monroe, Tyriq Withers, Rudy Pankow, Bradley Whitford, Lauren Graham","Lauren Levine, Colleen Hoover",30000000,84168140,33.3585,7.077,97,"['Universal Pictures', 'Heartbones Entertainment', 'Little Engine Productions']"
911430,F1,2025-06-25,"Action, Drama",Joseph Kosinski,"Brad Pitt, Damson Idris, Javier Bardem, Kerry Condon, Tobias Menzies","Lewis Hamilton, Joseph Kosinski",250000000,631627111,29.587,7.756,3722,"['Plan B Entertainment', 'Jerry Bruckheimer Films', 'Dawn Apollo Films', 'Apple Studios', 'Monolith Pictures']"
467905,How to Make a Killing,2026-02-19,"Comedy, Thriller",John Patton Ford,"Glen Powell, Margaret Qualley, Jessica Henwick, Bill Camp, Zach Woods","Graham Broadbent, Peter Czernin",40000000,18311698,33.3735,7.0,250,"['StudioCanal', 'StudioCanal UK', 'Blue Ice Africa', 'Blueprint Pictures']"
155,The Dark Knight,2008-07-16,"Action, Crime, Thriller",Christopher Nolan,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine, Maggie Gyllenhaal","Christopher Nolan, Charles Roven",185000000,1004558444,31.8707,8.528,35471,"['Warner Bros. Pictures', 'Legendary Pictures', 'Syncopy', 'DC']"
497,The Green Mile,1999-12-10,"Fantasy, Drama, Crime",Frank Darabont,"Tom Hanks, David Morse, Bonnie Hunt, Michael Clarke Duncan, James Cromwell","Frank Darabont, David Valdes",60000000,286801374,22.4044,8.505,19063,"['Castle Rock Entertainment', 'Darkwoods Productions']"
383498,Deadpool 2,2018-05-15,"Action, Comedy, Adventure",David Leitch,"Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison, Zazie Beetz","Simon Kinberg, Lauren Shuler Donner",110000000,785896632,11.6952,7.49,19085,"['Maximum Effort', 'Genre Films', '20th Century Fox', 'Marvel Entertainment']"
694,The Shining,1980-05-23,"Horror, Thriller",Stanley Kubrick,"Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers, Barry Nelson",Stanley Kubrick,19000000,44781695,13.6633,8.2,18774,"['Warner Bros. Pictures', 'Peregrine', 'Hawk Films', 'The Producer Circle Co.']"
808,Shrek,2001-05-18,"Animation, Comedy, Fantasy, Adventure, Family",Andrew Adamson,"Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow, Vincent Cassel","Aron Warner, Jeffrey Katzenberg",60000000,488977919,21.7736,7.759,18583,"['Pacific Data Images', 'DreamWorks Animation', 'DreamWorks Pictures']"
419430,Get Out,2017-02-24,"Mystery, Thriller, Horror",Jordan Peele,"Daniel Kaluuya, Allison Williams, Catherine Keener, Bradley Whitford, Caleb Landry Jones","Jason Blum, Edward H. Hamm Jr. 	",4500000,255407969,10.7325,7.622,18740,"['Monkeypaw Productions', 'Blumhouse Productions', 'QC Entertainment']"
9806,The Incredibles,2004-10-27,"Action, Adventure, Animation, Family",Brad Bird,"Craig T. Nelson, Holly Hunter, Sarah Vowell, Spencer Fox, Jason Lee",John Walker,92000000,631442092,12.0027,7.722,18764,['Pixar']
1930,The Amazing Spider-Man,2012-06-23,"Action, Adventure, Science Fiction",Marc Webb,"Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary, Martin Sheen","Laura Ziskin, Avi Arad",215000000,758725893,16.5818,6.733,18379,"['Marvel Entertainment', 'Laura Ziskin Productions', 'Columbia Pictures', 'Matt Tolmach Productions', 'Arad Productions']"
2062,Ratatouille,2007-06-28,"Animation, Comedy, Family, Fantasy",Brad Bird,"Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy, Peter Sohn",Bradford Lewis,150000000,623726000,15.4931,7.838,18337,['Pixar']
77338,The Intouchables,2011-11-02,"Drama, Comedy",Olivier Nakache,"François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot, Joséphine de Meaux","Yann Zenou, Laurent Zeitoun",13000000,426590315,12.1692,8.269,18285,"['Gaumont', 'Quad Productions', 'Chaocorp', 'Ten Films', 'TF1 Films Production']"
1891,The Empire Strikes Back,1980-05-20,"Adventure, Action, Science Fiction",Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams, Anthony Daniels","Gary Kurtz, Howard G. Kazanjian",18000000,538400000,12.406,8.393,18255,['Lucasfilm Ltd.']
76338,Thor: The Dark World,2013-10-30,"Action, Adventure, Fantasy",Alan Taylor,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Christopher Eccleston, Anthony Hopkins","Kevin Feige, Kenneth Branagh",170000000,644783140,8.5194,6.51,18220,['Marvel Studios']
129,Spirited Away,2001-07-20,"Animation, Family, Fantasy",Hayao Miyazaki,"Rumi Hiiragi, Miyu Irino, Mari Natsuki, Takashi Naito, Yasuko Sawaguchi",Toshio Suzuki,19000000,274925095,27.7478,8.533,18152,"['Studio Ghibli', 'Tokuma Shoten', 'Nippon Television Network Corporation', 'Mitsubishi', 'dentsu', 'TFC']"
205596,The Imitation Game,2014-11-14,"History, Drama, Thriller, War",Morten Tyldum,"Benedict Cumberbatch, Keira Knightley, Matthew Goode, Rory Kinnear, Allen Leech","Nora Grossman, Ido Ostrowsky",14000000,233555708,14.4226,7.985,17958,"['Bristol Automotive', 'Black Bear Pictures', 'FilmNation Entertainment']"
798645,The Running Man,2025-11-11,"Action, Thriller, Science Fiction",Edgar Wright,"Glen Powell, William H. Macy, Lee Pace, Michael Cera, Emilia Jones","Nira Park, Simon Kinberg",110000000,69486523,26.7421,6.765,1375,"['Paramount Pictures', 'Complete Fiction', 'Genre Films', 'Domain Entertainment']"
27205,Inception,2010-07-15,"Action, Science Fiction, Adventure",Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ken Watanabe, Tom Hardy, Elliot Page","Christopher Nolan, Emma Thomas",160000000,839030630,29.0722,8.372,38990,"['Legendary Pictures', 'Syncopy', 'Warner Bros. Pictures']"
552524,Lilo & Stitch,2025-05-17,"Family, Science Fiction, Comedy",Dean Fleischer Camp,"Maia Kealoha, Sydney Agudong, Chris Sanders, Zach Galifianakis, Billy Magnussen","Jonathan Eirich, Dan Lin",100000000,1038027526,24.1656,7.195,2108,"['Walt Disney Pictures', 'Rideback']"
1062722,Frankenstein,2025-10-17,"Drama, Fantasy, Horror",Guillermo del Toro,"Oscar Isaac, Jacob Elordi, Christoph Waltz, Mia Goth, Felix Kammerer","J. Miles Dale, Guillermo del Toro",120000000,480678,25.1787,7.65,3294,"['Double Dare You', 'Demilo Films', 'Bluegrass 7']"
1022789,Inside Out 2,2024-06-11,"Animation, Adventure, Comedy, Family",Kelsey Mann,"Amy Poehler, Maya Hawke, Kensington Tallman, Liza Lapira, Tony Hale",Mark Nielsen,200000000,1698863816,23.962,7.545,6586,['Pixar']
439079,The Nun,2018-09-05,Horror,Corin Hardy,"Taissa Farmiga, Demián Bichir, Bonnie Aarons, Jonas Bloquet, Ingrid Bisu","Peter Safran, James Wan",22000000,366082797,21.1179,5.9,7127,"['New Line Cinema', 'Atomic Monster', 'The Safran Company']"
872585,Oppenheimer,2023-07-19,"Drama, History",Christopher Nolan,"Cillian Murphy, Emily Blunt, Matt Damon, Robert Downey Jr., Florence Pugh","Christopher Nolan, Emma Thomas",100000000,952000000,25.0713,8.032,11586,"['Syncopy', 'Universal Pictures', 'Atlas Entertainment', 'Breakheart Films', 'Peters Creek Entertainment']"
1038392,The Conjuring: Last Rites,2025-09-03,Horror,Michael Chaves,"Patrick Wilson, Vera Farmiga, Mia Tomlinson, Ben Hardy, Rebecca Calder","Peter Safran, James Wan",55000000,499156445,23.3263,6.9,1739,"['New Line Cinema', 'Domain Entertainment', 'The Safran Company', 'Atomic Monster']"
131631,The Hunger Games: Mockingjay - Part 1,2014-11-19,"Science Fiction, Adventure, Thriller",Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks","Nina Jacobson, Jon Kilik",125000000,755356711,10.4613,6.817,16641,"['Lionsgate', 'Color Force']"
75656,Now You See Me,2013-05-29,"Thriller, Crime",Louis Leterrier,"Jesse Eisenberg, Woody Harrelson, Isla Fisher, Dave Franco, Mark Ruffalo","Bobby Cohen, Alex Kurtzman",75000000,351723989,10.2341,7.332,16655,"['Summit Entertainment', 'K/O Paper Products', 'SOIXAN7E QUIN5E', 'See Me Louisiana']"
244786,Whiplash,2014-10-10,"Drama, Music, Thriller",Damien Chazelle,"Miles Teller, J.K. Simmons, Paul Reiser, Melissa Benoist, Austin Stowell","Jason Blum, Helen Estabrook",3300000,50307484,20.1136,8.375,16481,"['Bold Films', 'Blumhouse Productions', 'Right of Way Films']"
49047,Gravity,2013-10-03,"Science Fiction, Thriller, Drama",Alfonso Cuarón,"Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen, Phaldut Sharma","Alfonso Cuarón, David Heyman",105000000,723192705,8.7666,7.168,16228,"['Esperanto Filmoj', 'Warner Bros. Pictures', 'Heyday Films']"
299537,Captain Marvel,2019-03-06,"Action, Adventure, Science Fiction",Ryan Fleck,"Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law, Annette Bening",Kevin Feige,152000000,1131416446,10.1359,6.784,16634,['Marvel Studios']
330459,Rogue One: A Star Wars Story,2016-12-14,"Action, Adventure, Science Fiction",Gareth Edwards,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen, Jiang Wen","Simon Emanuel, Kathleen Kennedy",200000000,1056057273,7.1837,7.505,16283,['Lucasfilm Ltd.']
181808,Star Wars: The Last Jedi,2017-12-13,"Adventure, Action, Science Fiction",Rian Johnson,"Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega","Ram Bergman, Andres Jauernick",300000000,1332698830,49.6964,6.755,16221,['Lucasfilm Ltd.']
38,Eternal Sunshine of the Spotless Mind,2004-03-19,"Science Fiction, Drama, Romance",Michel Gondry,"Jim Carrey, Kate Winslet, Kirsten Dunst, Mark Ruffalo, Elijah Wood","Steve Golin, Anthony Bregman",20000000,72258126,27.9943,8.091,16200,"['Focus Features', 'Anonymous Content', 'This is that']"
348,Alien,1979-05-25,"Horror, Science Fiction",Ridley Scott,"Tom Skerritt, Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton, John Hurt","Gordon Carroll, David Giler",11000000,104931801,17.4178,8.2,16196,"['Brandywine Productions', 'Twentieth Century-Fox Productions', 'Ronald Shusett Productions']"
1422,The Departed,2006-10-04,"Drama, Thriller, Crime",Martin Scorsese,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen","Graham King, Brad Grey",90000000,291465000,12.8068,8.16,16050,"['Warner Bros. Pictures', 'Plan B Entertainment', 'Initial Entertainment Group', 'Vertigo Entertainment', 'Media Asia Films']"
49521,Man of Steel,2013-06-12,"Action, Adventure, Science Fiction",Zack Snyder,"Henry Cavill, Amy Adams, Russell Crowe, Michael Shannon, Kevin Costner","Christopher Nolan, Charles Roven",225000000,668045518,10.8861,6.641,16071,"['Syncopy', 'Peters Entertainment', 'Warner Bros. Pictures', 'DC']"
37724,Skyfall,2012-10-24,"Action, Adventure, Thriller",Sam Mendes,"Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes, Naomie Harris","Michael G. Wilson, Barbara Broccoli",200000000,1108594176,8.1929,7.26,16028,"['Metro-Goldwyn-Mayer', 'EON Productions', 'Columbia Pictures']"
20352,Despicable Me,2010-07-08,"Family, Comedy, Animation, Science Fiction, Crime",Pierre Coffin,"Steve Carell, Jason Segel, Miranda Cosgrove, Dana Gaier, Elsie Fisher","Janet Healy, Chris Meledandri",69000000,543284256,13.6027,7.257,15970,"['Illumination', 'Universal Pictures']"
321612,Beauty and the Beast,2017-03-16,"Family, Fantasy, Romance",Bill Condon,"Emma Watson, Dan Stevens, Luke Evans, Kevin Kline, Emma Thompson","Todd Lieberman, David Hoberman",160000000,1266115964,10.3167,6.968,15957,"['Walt Disney Pictures', 'Mandeville Films']"
1317288,Marty Supreme,2025-12-19,"Drama, Thriller",Josh Safdie,"Timothée Chalamet, Gwyneth Paltrow, Odessa A'zion, Kevin O'Leary, Tyler, The Creator","Eli Bush, Timothée Chalamet",65000000,274459312,23.9735,7.4,1565,"['A24', 'Central Pictures']"
560016,Monkey Man,2024-04-03,"Action, Thriller",Dev Patel,"Dev Patel, Sikandar Kher, Makrand Deshpande, Pitobash, Vipin Sharma","Erica Lee, Christine Haebler",10000000,35271631,22.3172,6.879,1371,"['Thunder Road', 'Bron Studios', 'Monkeypaw Productions', 'Minor Realm', 'Creative Wealth Media Finance', ""S'YA Concept"", 'WME Independent']"
517302,Hatching,2022-03-04,"Horror, Fantasy, Drama",Hanna Bergholm,"Siiri Solalinna, Sophia Heikkilä, Jani Volanen, Reino Nordin, Oiva Ollila","Mika Ritalahti, Niko Ritalahti",3896000,508000,19.9755,6.254,481,"['Silva Mysterium', 'uMedia', 'Film i Väst', 'HOBAB', 'Evil Doghouse Productions']"
646380,Don't Look Up,2021-12-08,"Comedy, Science Fiction, Drama",Adam McKay,"Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep, Cate Blanchett, Rob Morgan","Adam McKay, Kevin J. Messick",75000000,791863,23.2804,7.065,9232,['Hyperobject Industries']
346698,Barbie,2023-07-19,"Comedy, Adventure",Greta Gerwig,"Margot Robbie, Ryan Gosling, America Ferrera, Ariana Greenblatt, Issa Rae","Robbie Brenner, David Heyman",145000000,1447138421,22.9551,6.9,10955,"['LuckyChap Entertainment', 'Heyday Films', 'NB/GG Pictures', 'Mattel', 'Warner Bros. Pictures']"
980477,Ne Zha 2,2025-01-29,"Animation, Fantasy, Adventure",Jiao Zi,"Lu Yanting, Joseph, Han Mo, Chen Hao, Lu Qi","Liu Wenzhang, Wang Jing",80000000,2259822417,21.4581,8.115,645,"['Chengdu Coco Cartoon', 'Beijing Enlight Pictures', 'Beijing Enlight Media', 'Chengdu Zizai Jingjie Culture Media', 'Beijing Coloroom Technology']"
8587,The Lion King,1994-06-15,"Animation, Family, Drama",Roger Allers,"Matthew Broderick, Moira Kelly, Nathan Lane, Ernie Sabella, James Earl Jones",Don Hahn,45000000,763455561,23.3093,8.252,19556,"['Walt Disney Pictures', 'Walt Disney Feature Animation']"
76341,Mad Max: Fury Road,2015-05-13,"Action, Adventure, Science Fiction",George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Josh Helman","Doug Mitchell, George Miller",150000000,378858340,22.003,7.632,23928,"['Warner Bros. Pictures', 'Village Roadshow Pictures', 'Kennedy Miller Mitchell', 'RatPac Entertainment']"
863,Toy Story 2,1999-10-30,"Animation, Comedy, Family",John Lasseter,"Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer, Don Rickles","Karen Robert Jackson, Helene Plotkin",90000000,497375404,14.1611,7.605,14786,['Pixar']
